,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target
52,Even Steve certainly murmurs.,Even Steve ever murmurs.,Even Steve,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,52,Even
53,Even Joel clearly wins.,Even Joel ever wins.,Even Joel,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,53,Even
54,Even all hats could clearly fray.,Even all hats could ever fray.,Even all hats could,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,54,Even
55,Even Rose could often dislike Brian.,Even Rose could ever dislike Brian.,Even Rose could,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,55,Even
56,Even Ella certainly pressures the Lutherans to benefit.,Even Ella ever pressures the Lutherans to benefit.,Even Ella,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,56,Even
57,Even some beef clearly aggravates a lady.,Even some beef ever aggravates a lady.,Even some beef,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,57,Even
58,Even Donald also praised Lisa.,Even Donald ever praised Lisa.,Even Donald,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,58,Even
59,Even these companies should clearly fail to hurt that student.,Even these companies should ever fail to hurt that student.,Even these companies should,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,59,Even
60,Even the waiters had certainly seemed to criticize Stacey.,Even the waiters had ever seemed to criticize Stacey.,Even the waiters had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,60,Even
61,Even Tiffany will really forget who vanishes.,Even Tiffany will ever forget who vanishes.,Even Tiffany will,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,61,Even
62,Even Steve also boycotts this organization.,Even Steve ever boycotts this organization.,Even Steve,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,62,Even
63,Even Bradley often passes the Great Lakes.,Even Bradley ever passes the Great Lakes.,Even Bradley,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,63,Even
64,Even Bill had often refused to leave.,Even Bill had ever refused to leave.,Even Bill had,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,64,Even
65,Even Benjamin had certainly prompted the waitress to sell that ladder.,Even Benjamin had ever prompted the waitress to sell that ladder.,Even Benjamin had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,65,Even
66,Even many children really suffer.,Even many children ever suffer.,Even many children,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,66,Even
67,Even Deanna did certainly yell.,Even Deanna did ever yell.,Even Deanna did,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,67,Even
68,Even Marla really explains Omar hasn't cleaned some library.,Even Marla ever explains Omar hasn't cleaned some library.,Even Marla,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,68,Even
69,Even some dancers certainly scan many movies.,Even some dancers ever scan many movies.,Even some dancers,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,69,Even
70,Even most patients also donate.,Even most patients ever donate.,Even most patients,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,70,Even
71,Even some men certainly die.,Even some men ever die.,Even some men,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,71,Even
72,Even Janet certainly sounded like Theresa.,Even Janet ever sounded like Theresa.,Even Janet,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,72,Even
73,Even eggplants had also blackened.,Even eggplants had ever blackened.,Even eggplants had,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,73,Even
74,Even Patricia really forgets a lot of women.,Even Patricia ever forgets a lot of women.,Even Patricia,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,74,Even
75,Even this actor really plays.,Even this actor ever plays.,Even this actor,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,75,Even
76,Even Laura certainly believes Emily to eat.,Even Laura ever believes Emily to eat.,Even Laura,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,76,Even
77,Even Kevin has certainly existed.,Even Kevin has ever existed.,Even Kevin has,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,77,Even
78,Even these guests had really wondered what doesn't brighten.,Even these guests had ever wondered what doesn't brighten.,Even these guests had,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,78,Even
79,Even the pedestrians really approached Stacy.,Even the pedestrians ever approached Stacy.,Even the pedestrians,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,79,Even
80,Even Richard often pushes every doctor's sons to whisper.,Even Richard ever pushes every doctor's sons to whisper.,Even Richard,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,80,Even
81,Even Joseph would really force Guy to weep.,Even Joseph would ever force Guy to weep.,Even Joseph would,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,81,Even
82,Even John clearly forgot about who hadn't worried.,Even John ever forgot about who hadn't worried.,Even John,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,82,Even
83,Even the ice cream clearly froze.,Even the ice cream ever froze.,Even the ice cream,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,83,Even
84,Even Susan could often exist.,Even Susan could ever exist.,Even Susan could,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,84,Even
85,Even Jessica had also prevented this pork from impressing actresses.,Even Jessica had ever prevented this pork from impressing actresses.,Even Jessica had,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,85,Even
86,Even Diane did certainly care for Noah.,Even Diane did ever care for Noah.,Even Diane did,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,86,Even
87,Even Mitchell has clearly skated around this restaurant.,Even Mitchell has ever skated around this restaurant.,Even Mitchell has,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,87,Even
88,Even Catherine can often grin.,Even Catherine can ever grin.,Even Catherine can,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,88,Even
89,Even those eggplants also go bad.,Even those eggplants ever go bad.,Even those eggplants,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,89,Even
90,Even this dancer could really wash.,Even this dancer could ever wash.,Even this dancer could,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,90,Even
91,Even these pants can also tighten.,Even these pants can ever tighten.,Even these pants can,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,91,Even
92,Even all dancers clearly entreat April to take every school.,Even all dancers ever entreat April to take every school.,Even all dancers,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,92,Even
93,Even Daniel often cooperates.,Even Daniel ever cooperates.,Even Daniel,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,93,Even
94,Even Connie will also forfeit.,Even Connie will ever forfeit.,Even Connie will,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,94,Even
95,Even Veronica also swayed Sarah's best friend to spin around.,Even Veronica ever swayed Sarah's best friend to spin around.,Even Veronica,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,95,Even
96,Even people certainly walked through some public park.,Even people ever walked through some public park.,Even people,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,96,Even
97,Even Alexander has really climbed up the ladders.,Even Alexander has ever climbed up the ladders.,Even Alexander has,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,97,Even
98,Even Gregory might also practice.,Even Gregory might ever practice.,Even Gregory might,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,98,Even
99,Even a lot of pedestrians could certainly collaborate.,Even a lot of pedestrians could ever collaborate.,Even a lot of pedestrians could,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,99,Even
100,Even that boy clearly wept.,Even that boy ever wept.,Even that boy,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,100,Even
101,Even Eric certainly asks Wayne to annoy Diane.,Even Eric ever asks Wayne to annoy Diane.,Even Eric,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,101,Even
102,Even Janet should certainly cry.,Even Janet should ever cry.,Even Janet should,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,102,Even
103,Even Stacey really tries to investigate Keith.,Even Stacey ever tries to investigate Keith.,Even Stacey,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,103,Even
104,Even Elizabeth clearly scratches.,Even Elizabeth ever scratches.,Even Elizabeth,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,104,Even
105,Even Vanessa clearly scans the books.,Even Vanessa ever scans the books.,Even Vanessa,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,105,Even
106,Even Tonya certainly motivated Samantha to return to lakes.,Even Tonya ever motivated Samantha to return to lakes.,Even Tonya,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,106,Even
107,Even some skirts certainly bother Becca.,Even some skirts ever bother Becca.,Even some skirts,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,107,Even
108,Even most doctors also wave.,Even most doctors ever wave.,Even most doctors,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,108,Even
109,Even Margaret can certainly want to clean the hospital.,Even Margaret can ever want to clean the hospital.,Even Margaret can,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,109,Even
110,Even most actresses have also testified.,Even most actresses have ever testified.,Even most actresses have,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,110,Even
111,Even Alice had certainly obligated Brenda to take the pants.,Even Alice had ever obligated Brenda to take the pants.,Even Alice had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,111,Even
112,Even Beth really seems to answer.,Even Beth ever seems to answer.,Even Beth,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,112,Even
113,Even Steve had also remembered Teresa.,Even Steve had ever remembered Teresa.,Even Steve had,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,113,Even
114,Even Benjamin often neglects to scream.,Even Benjamin ever neglects to scream.,Even Benjamin,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,114,Even
115,Even Richard can really commission those museums to bore Roger.,Even Richard can ever commission those museums to bore Roger.,Even Richard can,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,115,Even
116,Even some adults also chuckled.,Even some adults ever chuckled.,Even some adults,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,116,Even
117,Even the teenager certainly practices.,Even the teenager ever practices.,Even the teenager,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,117,Even
118,Even many customers really benefited.,Even many customers ever benefited.,Even many customers,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,118,Even
119,Even Mitchell often predicts some tomato to scorch.,Even Mitchell ever predicts some tomato to scorch.,Even Mitchell,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,119,Even
120,Even Christine did really hide teenagers.,Even Christine did ever hide teenagers.,Even Christine did,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,120,Even
121,Even Renee often insults Nicole.,Even Renee ever insults Nicole.,Even Renee,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,121,Even
122,Even dancers have often disagreed.,Even dancers have ever disagreed.,Even dancers have,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,122,Even
123,Even Maria has certainly spun around.,Even Maria has ever spun around.,Even Maria has,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,123,Even
124,Even most apples have certainly gone bad.,Even most apples have ever gone bad.,Even most apples have,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,124,Even
125,Even those adults also grin.,Even those adults ever grin.,Even those adults,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,125,Even
126,Even the Impressionists clearly yearn to telephone.,Even the Impressionists ever yearn to telephone.,Even the Impressionists,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,126,Even
127,Even these libraries clearly compel some guy's associates to play.,Even these libraries ever compel some guy's associates to play.,Even these libraries,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,127,Even
128,Even Melinda had certainly suffered.,Even Melinda had ever suffered.,Even Melinda had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,128,Even
129,Even George has also washed.,Even George has ever washed.,Even George has,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,129,Even
130,Even Cheryl clearly slumped over.,Even Cheryl ever slumped over.,Even Cheryl,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,130,Even
131,Even Melinda had often swallowed.,Even Melinda had ever swallowed.,Even Melinda had,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,131,Even
132,Even Candice also heals all cashiers.,Even Candice ever heals all cashiers.,Even Candice,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,132,Even
133,Even Carolyn could really observe Rhonda.,Even Carolyn could ever observe Rhonda.,Even Carolyn could,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,133,Even
134,Even Helen certainly hides Rhonda.,Even Helen ever hides Rhonda.,Even Helen,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,134,Even
135,Even hats clearly stretched.,Even hats ever stretched.,Even hats,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,135,Even
136,Even James really visits this boy.,Even James ever visits this boy.,Even James,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,136,Even
137,Even the cashiers clearly go to the schools.,Even the cashiers ever go to the schools.,Even the cashiers,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,137,Even
138,Even some sweaters also shrink.,Even some sweaters ever shrink.,Even some sweaters,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,138,Even
139,Even most universities certainly propose to protest.,Even most universities ever propose to protest.,Even most universities,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,139,Even
140,Even Connie really discovers Adam to question Ellen.,Even Connie ever discovers Adam to question Ellen.,Even Connie,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,140,Even
141,Even Donald certainly writes.,Even Donald ever writes.,Even Donald,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,141,Even
142,Even Alan did often weep.,Even Alan did ever weep.,Even Alan did,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,142,Even
143,Even the pedestrians often swallow.,Even the pedestrians ever swallow.,Even the pedestrians,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,143,Even
144,Even this hospital does really move.,Even this hospital does ever move.,Even this hospital does,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,144,Even
145,Even Kendra often donated.,Even Kendra ever donated.,Even Kendra,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,145,Even
146,Even Jerry has clearly broken a couch.,Even Jerry has ever broken a couch.,Even Jerry has,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,146,Even
147,Even Florence should clearly criticize a glacier.,Even Florence should ever criticize a glacier.,Even Florence should,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,147,Even
148,Even Tammy does certainly propose to arrive at that hill.,Even Tammy does ever propose to arrive at that hill.,Even Tammy does,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,148,Even
149,Even some cashier had certainly examined a lot of newspaper articles.,Even some cashier had ever examined a lot of newspaper articles.,Even some cashier had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,149,Even
150,Even every painting did also look like those restaurants.,Even every painting did ever look like those restaurants.,Even every painting did,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,150,Even
151,Even Carol should really telephone.,Even Carol should ever telephone.,Even Carol should,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,151,Even
152,Even Mary clearly persuades a lot of girls to remember those waiters.,Even Mary ever persuades a lot of girls to remember those waiters.,Even Mary,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,152,Even
153,Even many customers certainly married.,Even many customers ever married.,Even many customers,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,153,Even
154,Even most actors would really entreat that grandson of Martin to investigate Spain.,Even most actors would ever entreat that grandson of Martin to investigate Spain.,Even most actors would,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,154,Even
155,Even this guest clearly found Michelle to bike to all banks.,Even this guest ever found Michelle to bike to all banks.,Even this guest,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,155,Even
156,Even some lady has also urged Florence to tour Harvard University.,Even some lady has ever urged Florence to tour Harvard University.,Even some lady has,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,156,Even
157,Even some museum certainly persuades Martin's sister to appear.,Even some museum ever persuades Martin's sister to appear.,Even some museum,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,157,Even
158,Even some museum would also disgust Richard.,Even some museum would ever disgust Richard.,Even some museum would,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,158,Even
159,Even Katherine really begs Brenda to vanish.,Even Katherine ever begs Brenda to vanish.,Even Katherine,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,159,Even
160,Even Tammy would also convince Julie to talk to Angela.,Even Tammy would ever convince Julie to talk to Angela.,Even Tammy would,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,160,Even
161,Even Kayla clearly cries.,Even Kayla ever cries.,Even Kayla,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,161,Even
162,Even this library often embarrasses Benjamin.,Even this library ever embarrasses Benjamin.,Even this library,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,162,Even
163,Even those actors really skate around a lot of art galleries.,Even those actors ever skate around a lot of art galleries.,Even those actors,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,163,Even
164,Even a lot of governments also anticipate Gregory to talk.,Even a lot of governments ever anticipate Gregory to talk.,Even a lot of governments,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,164,Even
165,Even Valerie would often dare that synopsis to embarrass the Impressionists.,Even Valerie would ever dare that synopsis to embarrass the Impressionists.,Even Valerie would,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,165,Even
166,Even all women had certainly compromised.,Even all women had ever compromised.,Even all women had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,166,Even
167,Even the lamp had really darkened.,Even the lamp had ever darkened.,Even the lamp had,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,167,Even
168,Even Maria has often forgotten Alicia.,Even Maria has ever forgotten Alicia.,Even Maria has,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,168,Even
169,Even Eva will also grin.,Even Eva will ever grin.,Even Eva will,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,169,Even
170,Even these waitresses clearly long to hunt.,Even these waitresses ever long to hunt.,Even these waitresses,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,170,Even
171,Even Danielle had certainly seemed to answer.,Even Danielle had ever seemed to answer.,Even Danielle had,certainly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,171,Even
172,Even Douglas could also admire Rose.,Even Douglas could ever admire Rose.,Even Douglas could,also,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,172,Even
173,Even David really hugs Derek.,Even David ever hugs Derek.,Even David,really,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,173,Even
174,Even drivers often force Galileo's daughter to notice Pamela.,Even drivers ever force Galileo's daughter to notice Pamela.,Even drivers,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,174,Even
175,Even Renee often liked to whisper.,Even Renee ever liked to whisper.,Even Renee,often,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,175,Even
176,Even Vanessa might clearly forget who mutter.,Even Vanessa might ever forget who mutter.,Even Vanessa might,clearly,ever,semantics,npi_licensing,npi_present_1,True,True,False,False,176,Even
