,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
63,Becca was approaching herself.,Becca was approaching himself.,Becca was approaching,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,63,Becca,Becca
64,Rachelle investigated herself.,Rachelle investigated himself.,Rachelle investigated,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,64,Rachelle,Rachelle
65,Sheila saw herself.,Sheila saw himself.,Sheila saw,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,65,Sheila,Sheila
66,Jacqueline likes herself.,Jacqueline likes himself.,Jacqueline likes,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,66,Jacqueline,Jacqueline
67,Douglas healed himself.,Douglas healed herself.,Douglas healed,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,67,Douglas,Douglas
68,Colleen wasn't concealing herself.,Colleen wasn't concealing itself.,Colleen wasn't concealing,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,68,Colleen,Colleen
69,Catherine disturbed herself.,Catherine disturbed itself.,Catherine disturbed,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,69,Catherine,Catherine
70,Some company astounded itself.,Some company astounded herself.,Some company astounded,itself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,70,company,Some company
71,Todd likes himself.,Todd likes itself.,Todd likes,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,71,Todd,Todd
72,Tamara couldn't flee from herself.,Tamara couldn't flee from himself.,Tamara couldn't flee from,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,72,Tamara,Tamara
73,Rose praised herself.,Rose praised himself.,Rose praised,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,73,NA,NA
74,Joseph isn't annoying himself.,Joseph isn't annoying herself.,Joseph isn't annoying,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,74,Joseph,Joseph
75,Jodi liked herself.,Jodi liked itself.,Jodi liked,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,75,Jodi,Jodi
76,Ronald fled from himself.,Ronald fled from herself.,Ronald fled from,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,76,Ronald,Ronald
77,Tina fires herself.,Tina fires himself.,Tina fires,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,77,Tina,Tina
78,Michelle saw herself.,Michelle saw itself.,Michelle saw,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,78,Michelle,Michelle
79,Renee might admire herself.,Renee might admire itself.,Renee might admire,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,79,Renee,Renee
80,A girl couldn't reveal herself.,A girl couldn't reveal himself.,A girl couldn't reveal,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,80,girl,A girl
81,Curtis won't describe himself.,Curtis won't describe itself.,Curtis won't describe,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,81,Curtis,Curtis
82,Patricia does respect herself.,Patricia does respect himself.,Patricia does respect,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,82,Patricia,Patricia
83,Valerie forgets herself.,Valerie forgets itself.,Valerie forgets,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,83,Valerie,Valerie
84,Deborah had annoyed herself.,Deborah had annoyed himself.,Deborah had annoyed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,84,Deborah,Deborah
85,Clyde hasn't hated himself.,Clyde hasn't hated itself.,Clyde hasn't hated,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,85,Clyde,Clyde
86,Andrea does kiss herself.,Andrea does kiss itself.,Andrea does kiss,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,86,Andrea,Andrea
87,Irene isn't irritating herself.,Irene isn't irritating itself.,Irene isn't irritating,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,87,Irene,Irene
88,Stacy hadn't sounded like herself.,Stacy hadn't sounded like itself.,Stacy hadn't sounded like,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,88,Stacy,Stacy
89,Rose has shocked herself.,Rose has shocked itself.,Rose has shocked,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,89,NA,NA
90,George wasn't hurting himself.,George wasn't hurting itself.,George wasn't hurting,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,90,George,George
91,Amy would question herself.,Amy would question himself.,Amy would question,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,91,Amy,Amy
92,Tonya sees herself.,Tonya sees itself.,Tonya sees,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,92,Tonya,Tonya
93,Christina hasn't hired herself.,Christina hasn't hired himself.,Christina hasn't hired,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,93,Christina,Christina
94,Pamela did reveal herself.,Pamela did reveal himself.,Pamela did reveal,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,94,Pamela,Pamela
95,Diane had concealed herself.,Diane had concealed himself.,Diane had concealed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,95,Diane,Diane
96,Melinda hasn't argued about herself.,Melinda hasn't argued about itself.,Melinda hasn't argued about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,96,Melinda,Melinda
97,Deanna insults herself.,Deanna insults itself.,Deanna insults,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,97,Deanna,Deanna
98,Gregory isn't hurting himself.,Gregory isn't hurting herself.,Gregory isn't hurting,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,98,Gregory,Gregory
99,Rebecca should shock herself.,Rebecca should shock himself.,Rebecca should shock,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,99,Rebecca,Rebecca
100,Amanda stunned herself.,Amanda stunned itself.,Amanda stunned,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,100,Amanda,Amanda
101,That dancer wouldn't aggravate herself.,That dancer wouldn't aggravate himself.,That dancer wouldn't aggravate,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,101,dancer,That dancer
102,Colleen talks to herself.,Colleen talks to itself.,Colleen talks to,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,102,Colleen,Colleen talks to herself
103,Brian hasn't healed himself.,Brian hasn't healed itself.,Brian hasn't healed,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,103,Brian,Brian
104,Natalie is curing herself.,Natalie is curing himself.,Natalie is curing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,104,Natalie,Natalie
105,Rhonda was upsetting herself.,Rhonda was upsetting himself.,Rhonda was upsetting,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,105,Rhonda,Rhonda
106,Peter wasn't disgusting himself.,Peter wasn't disgusting herself.,Peter wasn't disgusting,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,106,Peter,Peter
107,Kristen isn't aggravating herself.,Kristen isn't aggravating itself.,Kristen isn't aggravating,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,107,Kristen,Kristen
108,Victoria hid herself.,Victoria hid himself.,Victoria hid,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,108,hid,Victoria hid
109,Becca has seen herself.,Becca has seen himself.,Becca has seen,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,109,Becca,Becca
110,Sherry can't forget herself.,Sherry can't forget himself.,Sherry can't forget,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,110,Sherry,Sherry
111,Tracy had distracted herself.,Tracy had distracted itself.,Tracy had distracted,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,111,Tracy,Tracy
112,Stephanie is talking to herself.,Stephanie is talking to himself.,Stephanie is talking to,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,112,Stephanie,Stephanie
113,Rachelle might return to herself.,Rachelle might return to itself.,Rachelle might return to,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,113,Rachelle,Rachelle
114,Carl describes himself.,Carl describes herself.,Carl describes,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,114,Carl,Carl
115,Jeffrey didn't describe himself.,Jeffrey didn't describe herself.,Jeffrey didn't describe,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,115,Jeffrey,Jeffrey
116,Jacqueline hadn't concealed herself.,Jacqueline hadn't concealed itself.,Jacqueline hadn't concealed,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,116,Jacqueline,Jacqueline
117,Tracy isn't upsetting herself.,Tracy isn't upsetting itself.,Tracy isn't upsetting,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,117,Tracy,Tracy
118,Sonia hasn't discovered herself.,Sonia hasn't discovered himself.,Sonia hasn't discovered,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,118,Sonia,Sonia
119,Laura does find herself.,Laura does find himself.,Laura does find,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,119,Laura,Laura
120,Jodi is confusing herself.,Jodi is confusing himself.,Jodi is confusing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,120,Jodi,Jodi
121,Florence disliked herself.,Florence disliked himself.,Florence disliked,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,121,Florence,Florence
122,Alexander complains about himself.,Alexander complains about herself.,Alexander complains about,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,122,Alexander,Alexander
123,Melissa complains about herself.,Melissa complains about itself.,Melissa complains about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,123,Melissa,Melissa
124,Teresa isn't noticing herself.,Teresa isn't noticing itself.,Teresa isn't noticing,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,124,Teresa,Teresa
125,Jerry should cure himself.,Jerry should cure herself.,Jerry should cure,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,125,Jerry,Jerry
126,Tanya was kissing herself.,Tanya was kissing himself.,Tanya was kissing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,126,Tanya,Tanya
127,Todd was scaring himself.,Todd was scaring itself.,Todd was scaring,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,127,Todd,Todd
128,Sheila was noticing herself.,Sheila was noticing himself.,Sheila was noticing,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,128,Sheila,Sheila
129,Marla wasn't distracting herself.,Marla wasn't distracting himself.,Marla wasn't distracting,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,129,Marla,Marla
130,Dana hasn't respected herself.,Dana hasn't respected itself.,Dana hasn't respected,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,130,Dana,Dana
131,Curtis isn't scaring himself.,Curtis isn't scaring herself.,Curtis isn't scaring,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,131,Curtis,Curtis
132,Some organization had distracted itself.,Some organization had distracted himself.,Some organization had distracted,itself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,132,organization,Some organization
133,Some dancer has visited herself.,Some dancer has visited himself.,Some dancer has visited,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,133,dancer,Some dancer
134,Adam returned to himself.,Adam returned to itself.,Adam returned to,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,134,Adam,Adam
135,A university won't impress itself.,A university won't impress himself.,A university won't impress,itself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,135,university,A university
136,Marla annoyed herself.,Marla annoyed himself.,Marla annoyed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,136,Marla,Marla
137,Every story would disagree with itself.,Every story would disagree with himself.,Every story would disagree with,itself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,137,NA,NA
138,Aaron references himself.,Aaron references itself.,Aaron references,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,138,Aaron,Aaron
139,Caroline isn't impressing herself.,Caroline isn't impressing itself.,Caroline isn't impressing,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,139,Caroline,Caroline
140,Laurie wasn't questioning herself.,Laurie wasn't questioning itself.,Laurie wasn't questioning,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,140,Laurie,Laurie
141,Alexander would criticize himself.,Alexander would criticize itself.,Alexander would criticize,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,141,Alexander,Alexander
142,Martin couldn't disgust himself.,Martin couldn't disgust herself.,Martin couldn't disgust,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,142,Martin,Martin
143,Danielle embarrassed herself.,Danielle embarrassed himself.,Danielle embarrassed,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,143,Danielle,Danielle
144,Daniel hasn't fired himself.,Daniel hasn't fired itself.,Daniel hasn't fired,himself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,144,Daniel,Daniel
145,Catherine has confused herself.,Catherine has confused himself.,Catherine has confused,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,145,Catherine,Catherine
146,That committee wasn't upsetting itself.,That committee wasn't upsetting himself.,That committee wasn't upsetting,itself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,146,committee,That committee
147,Stephanie has thought about herself.,Stephanie has thought about itself.,Stephanie has thought about,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,147,Stephanie,Stephanie
148,Rachel notices herself.,Rachel notices itself.,Rachel notices,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,148,Rachel,Rachel
149,Claire doesn't complain about herself.,Claire doesn't complain about himself.,Claire doesn't complain about,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,149,Claire,Claire
150,Brenda investigates herself.,Brenda investigates himself.,Brenda investigates,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,150,Brenda,Brenda
151,Debra disgusted herself.,Debra disgusted himself.,Debra disgusted,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,151,Debra,Debra
152,Tamara isn't referencing herself.,Tamara isn't referencing itself.,Tamara isn't referencing,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,152,Tamara,Tamara
153,Gina loves herself.,Gina loves itself.,Gina loves,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,153,Gina,Gina
154,Mary does help herself.,Mary does help itself.,Mary does help,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,154,Mary,Mary
155,Kirsten hadn't hurt herself.,Kirsten hadn't hurt himself.,Kirsten hadn't hurt,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,155,Kirsten,Kirsten
156,Anna shouldn't appreciate herself.,Anna shouldn't appreciate itself.,Anna shouldn't appreciate,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,156,Anna,Anna
157,Anne hasn't kissed herself.,Anne hasn't kissed itself.,Anne hasn't kissed,herself,itself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,157,Anne,Anne
158,Donna will discover herself.,Donna will discover himself.,Donna will discover,herself,himself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,158,Donna,Donna
159,Martin didn't hire himself.,Martin didn't hire herself.,Martin didn't hire,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,159,Martin,Martin
160,Brett hadn't revealed himself.,Brett hadn't revealed herself.,Brett hadn't revealed,himself,herself,morphology,anaphor_agreement,anaphor_gender_agreement,True,True,False,False,160,Brett,Brett
