,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target
26,Most teenagers had complained about these scared men.,Most teenagers had complained about these scared man.,Most teenagers had complained about these scared,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,26,these
27,Bill cures those unsure alumni.,Bill cures those unsure alumnus.,Bill cures those unsure,alumni,alumnus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,27,those
28,Derek walked through this smooth oasis.,Derek walked through this smooth oases.,Derek walked through this smooth,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,28,this
29,Some waiters work with this hidden person.,Some waiters work with this hidden people.,Some waiters work with this hidden,person,people,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,29,this
30,Dennis hasn't healed these unconvinced women.,Dennis hasn't healed these unconvinced woman.,Dennis hasn't healed these unconvinced,women,woman,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,30,these
31,Kathleen has this exposed thesis.,Kathleen has this exposed theses.,Kathleen has this exposed,thesis,theses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,31,this
32,Sheila loved those determined people.,Sheila loved those determined person.,Sheila loved those determined,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,32,those
33,Guy has toured this green oasis.,Guy has toured this green oases.,Guy has toured this green,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,33,this
34,Some senators go to that purple oasis.,Some senators go to that purple oases.,Some senators go to that purple,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,34,that
35,Anna should scan that bad analysis.,Anna should scan that bad analyses.,Anna should scan that bad,analysis,analyses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,35,that
36,Most waitresses notice that red stimulus.,Most waitresses notice that red stimuli.,Most waitresses notice that red,stimulus,stimuli,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,36,that
37,Diana cured those standing alumni.,Diana cured those standing alumnus.,Diana cured those standing,alumni,alumnus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,37,those
38,Ronald discussed that nice man.,Ronald discussed that nice men.,Ronald discussed that nice,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,38,that
39,Tonya won't buy that brown oasis.,Tonya won't buy that brown oases.,Tonya won't buy that brown,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,39,that
40,Marie argued about that good synopsis.,Marie argued about that good synopses.,Marie argued about that good,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,40,that
41,Bradley wasn't skated around that out in the open oasis.,Bradley wasn't skated around that out in the open oases.,Bradley wasn't skated around that out in the open,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,41,that
42,Jacqueline wasn't finding that hidden man.,Jacqueline wasn't finding that hidden men.,Jacqueline wasn't finding that hidden,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,42,that
43,Most commentaries hadn't impressed those clever men.,Most commentaries hadn't impressed those clever man.,Most commentaries hadn't impressed those clever,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,43,those
44,Bruce has worked with this lost child.,Bruce has worked with this lost children.,Bruce has worked with this lost,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,44,this
45,Karla exits these orange oases.,Karla exits these orange oasis.,Karla exits these orange,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,45,these
46,Joseph doesn't sound like these hard theses.,Joseph doesn't sound like these hard thesis.,Joseph doesn't sound like these hard,theses,thesis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,46,these
47,Martha had talked to that out in the open person.,Martha had talked to that out in the open people.,Martha had talked to that out in the open,person,people,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,47,that
48,The vase impresses that excited woman.,The vase impresses that excited women.,The vase impresses that excited,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,48,that
49,Kevin cleans this purple foot.,Kevin cleans this purple feet.,Kevin cleans this purple,foot,feet,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,49,this
50,Sheila could observe this big woman.,Sheila could observe this big women.,Sheila could observe this big,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,50,this
51,Lisa hugs that young man.,Lisa hugs that young men.,Lisa hugs that young,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,51,that
52,This waitress explores these black oases.,This waitress explores these black oasis.,This waitress explores these black,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,52,these
53,Janet boasts about that fast person.,Janet boasts about that fast people.,Janet boasts about that fast,person,people,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,53,that
54,Scott won't confuse these big people.,Scott won't confuse these big person.,Scott won't confuse these big,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,54,these
55,The movie theater was impressing that sick woman.,The movie theater was impressing that sick women.,The movie theater was impressing that sick,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,55,that
56,Every carriage hadn't annoyed this sick alumnus.,Every carriage hadn't annoyed this sick alumni.,Every carriage hadn't annoyed this sick,alumnus,alumni,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,56,this
57,Ronald hadn't discussed those scared people.,Ronald hadn't discussed those scared person.,Ronald hadn't discussed those scared,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,57,those
58,This hair upsets this determined alumnus.,This hair upsets this determined alumni.,This hair upsets this determined,alumnus,alumni,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,58,this
59,Some men have lifted those exposed lice.,Some men have lifted those exposed louse.,Some men have lifted those exposed,lice,louse,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,59,those
60,Matt was criticizing that smart man.,Matt was criticizing that smart men.,Matt was criticizing that smart,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,60,that
61,Karen didn't buy this blue nucleus.,Karen didn't buy this blue nuclei.,Karen didn't buy this blue,nucleus,nuclei,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,61,this
62,Deanna might dislike this good analysis.,Deanna might dislike this good analyses.,Deanna might dislike this good,analysis,analyses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,62,this
63,Helen approached this busy woman.,Helen approached this busy women.,Helen approached this busy,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,63,this
64,Florence wasn't approaching this unconvinced woman.,Florence wasn't approaching this unconvinced women.,Florence wasn't approaching this unconvinced,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,64,this
65,Rachelle can't appreciate those good synopses.,Rachelle can't appreciate those good synopsis.,Rachelle can't appreciate those good,synopses,synopsis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,65,those
66,Jennifer hadn't thought about these out in the open octopi.,Jennifer hadn't thought about these out in the open octopus.,Jennifer hadn't thought about these out in the open,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,66,these
67,Larry described these delighted children.,Larry described these delighted child.,Larry described these delighted,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,67,these
68,Many ladies arrive at that black oasis.,Many ladies arrive at that black oases.,Many ladies arrive at that black,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,68,that
69,Sally admires those fast women.,Sally admires those fast woman.,Sally admires those fast,women,woman,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,69,those
70,Leslie wouldn't investigate that sick woman.,Leslie wouldn't investigate that sick women.,Leslie wouldn't investigate that sick,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,70,that
71,All essays did hurt that exposed person.,All essays did hurt that exposed people.,All essays did hurt that exposed,person,people,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,71,that
72,Guy wouldn't sell that hard oasis.,Guy wouldn't sell that hard oases.,Guy wouldn't sell that hard,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,72,that
73,Some woman hated that clever man.,Some woman hated that clever men.,Some woman hated that clever,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,73,that
74,Amelia walks through this red oasis.,Amelia walks through this red oases.,Amelia walks through this red,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,74,this
75,Susan did clean these yellow stimuli.,Susan did clean these yellow stimulus.,Susan did clean these yellow,stimuli,stimulus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,75,these
76,Kristen observed that hopeful woman.,Kristen observed that hopeful women.,Kristen observed that hopeful,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,76,that
77,Claire was messing up this small foot.,Claire was messing up this small feet.,Claire was messing up this small,foot,feet,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,77,this
78,Some waiter hires that unemployed child.,Some waiter hires that unemployed children.,Some waiter hires that unemployed,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,78,that
79,Diana isn't running around that orange oasis.,Diana isn't running around that orange oases.,Diana isn't running around that orange,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,79,that
80,This closet hasn't scared that lucky child.,This closet hasn't scared that lucky children.,This closet hasn't scared that lucky,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,80,that
81,That doctor had hugged that confident woman.,That doctor had hugged that confident women.,That doctor had hugged that confident,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,81,that
82,The waitresses research those red theses.,The waitresses research those red thesis.,The waitresses research those red,theses,thesis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,82,those
83,Many bananas confuse these displeased women.,Many bananas confuse these displeased woman.,Many bananas confuse these displeased,women,woman,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,83,these
84,Committees loved this red thesis.,Committees loved this red theses.,Committees loved this red,thesis,theses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,84,this
85,Deborah observes that lost alumnus.,Deborah observes that lost alumni.,Deborah observes that lost,alumnus,alumni,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,85,that
86,Marla could break those whole feet.,Marla could break those whole foot.,Marla could break those whole,feet,foot,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,86,those
87,Regina alarmed these standing alumni.,Regina alarmed these standing alumnus.,Regina alarmed these standing,alumni,alumnus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,87,these
88,Kristen cures this scared child.,Kristen cures this scared children.,Kristen cures this scared,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,88,this
89,All screens astound these unlucky people.,All screens astound these unlucky person.,All screens astound these unlucky,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,89,these
90,Curtis knew these confident men.,Curtis knew these confident man.,Curtis knew these confident,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,90,these
91,Some lakes confused this unlucky woman.,Some lakes confused this unlucky women.,Some lakes confused this unlucky,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,91,this
92,Most men lift these blue fungi.,Most men lift these blue fungus.,Most men lift these blue,fungi,fungus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,92,these
93,Kendra kissed those happy alumni.,Kendra kissed those happy alumnus.,Kendra kissed those happy,alumni,alumnus,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,93,those
94,Most cakes did distract this unsure child.,Most cakes did distract this unsure children.,Most cakes did distract this unsure,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,94,this
95,Katherine runs around that hard oasis.,Katherine runs around that hard oases.,Katherine runs around that hard,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,95,that
96,The Impressionists pass those black oases.,The Impressionists pass those black oasis.,The Impressionists pass those black,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,96,those
97,Andrea hadn't insulted this good woman.,Andrea hadn't insulted this good women.,Andrea hadn't insulted this good,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,97,this
98,Beth will like these happy men.,Beth will like these happy man.,Beth will like these happy,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,98,these
99,Clyde broke that new foot.,Clyde broke that new feet.,Clyde broke that new,foot,feet,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,99,that
100,Bradley was watching these unsure men.,Bradley was watching these unsure man.,Bradley was watching these unsure,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,100,these
101,The Clintons watch this confident man.,The Clintons watch this confident men.,The Clintons watch this confident,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,101,this
102,Debra had explored those gray oases.,Debra had explored those gray oasis.,Debra had explored those gray,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,102,those
103,Homer was driving to this smooth oasis.,Homer was driving to this smooth oases.,Homer was driving to this smooth,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,103,this
104,Some girl left that sick woman.,Some girl left that sick women.,Some girl left that sick,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,104,that
105,Those cafes confuse this old man.,Those cafes confuse this old men.,Those cafes confuse this old,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,105,this
106,Vanessa wasn't driving to that green oasis.,Vanessa wasn't driving to that green oases.,Vanessa wasn't driving to that green,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,106,that
107,Nicole has referenced these long analyses.,Nicole has referenced these long analysis.,Nicole has referenced these long,analyses,analysis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,107,these
108,Irene doesn't bore those hopeful women.,Irene doesn't bore those hopeful woman.,Irene doesn't bore those hopeful,women,woman,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,108,those
109,Colleen didn't scare this old woman.,Colleen didn't scare this old women.,Colleen didn't scare this old,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,109,this
110,Most sketches have looked like this green louse.,Most sketches have looked like this green lice.,Most sketches have looked like this green,louse,lice,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,110,this
111,Sonia can't hug those hopeful children.,Sonia can't hug those hopeful child.,Sonia can't hug those hopeful,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,111,those
112,Helen had shocked these hopeful children.,Helen had shocked these hopeful child.,Helen had shocked these hopeful,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,112,these
113,Ronald messes up that exposed tooth.,Ronald messes up that exposed teeth.,Ronald messes up that exposed,tooth,teeth,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,113,that
114,Sally wasn't questioning that lost woman.,Sally wasn't questioning that lost women.,Sally wasn't questioning that lost,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,114,that
115,Jeffrey reveals these hard oases.,Jeffrey reveals these hard oasis.,Jeffrey reveals these hard,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,115,these
116,A book distracted these employed men.,A book distracted these employed man.,A book distracted these employed,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,116,these
117,Theodore couldn't praise those good synopses.,Theodore couldn't praise those good synopsis.,Theodore couldn't praise those good,synopses,synopsis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,117,those
118,Teresa hasn't praised that concealed man.,Teresa hasn't praised that concealed men.,Teresa hasn't praised that concealed,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,118,that
119,Marie cares for that nice child.,Marie cares for that nice children.,Marie cares for that nice,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,119,that
120,Colleen left that popular man.,Colleen left that popular men.,Colleen left that popular,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,120,that
121,Julie isn't breaking those broken feet.,Julie isn't breaking those broken foot.,Julie isn't breaking those broken,feet,foot,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,121,those
122,These students walk through those new oases.,These students walk through those new oasis.,These students walk through those new,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,122,those
123,That chicken would disgust this delighted child.,That chicken would disgust this delighted children.,That chicken would disgust this delighted,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,123,this
124,Stacy flees from those nice children.,Stacy flees from those nice child.,Stacy flees from those nice,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,124,those
125,Dan respected that purple oasis.,Dan respected that purple oases.,Dan respected that purple,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,125,that
126,Patricia isn't disturbing these excited men.,Patricia isn't disturbing these excited man.,Patricia isn't disturbing these excited,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,126,these
127,Carmen watched those big women.,Carmen watched those big woman.,Carmen watched those big,women,woman,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,127,those
128,All waiters return to that orange oasis.,All waiters return to that orange oases.,All waiters return to that orange,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,128,that
129,This organization was disgusting those important people.,This organization was disgusting those important person.,This organization was disgusting those important,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,129,those
130,Tina might research that bad synopsis.,Tina might research that bad synopses.,Tina might research that bad,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,130,that
131,Carol does heal that lost octopus.,Carol does heal that lost octopi.,Carol does heal that lost,octopus,octopi,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,131,that
132,Bethany discusses that nice child.,Bethany discusses that nice children.,Bethany discusses that nice,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,132,that
133,Nancy hasn't known this smart child.,Nancy hasn't known this smart children.,Nancy hasn't known this smart,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,133,this
134,Many women approach this unsure child.,Many women approach this unsure children.,Many women approach this unsure,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,134,this
135,Christopher leaves these concealed children.,Christopher leaves these concealed child.,Christopher leaves these concealed,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,135,these
136,Jerry isn't cleaning those hard teeth.,Jerry isn't cleaning those hard tooth.,Jerry isn't cleaning those hard,teeth,tooth,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,136,those
137,Gloves should stun those unemployed men.,Gloves should stun those unemployed man.,Gloves should stun those unemployed,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,137,those
138,The teenager disagrees with these long synopses.,The teenager disagrees with these long synopsis.,The teenager disagrees with these long,synopses,synopsis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,138,these
139,Roger praised this determined child.,Roger praised this determined children.,Roger praised this determined,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,139,this
140,Some senators have those blue axes.,Some senators have those blue axis.,Some senators have those blue,axes,axis,morphology,determiner_noun_agreement,determiner_noun_agreement_with_adj_irregular_1,True,True,False,True,140,those
