,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
18,Katherine has helped some teachers.,Katherine have helped some teachers.,Katherine,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,18,Katherine,Katherine
19,These dancers break every bicycle.,These dancers breaks every bicycle.,These dancers,break,breaks,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,19,dancers,These dancers
20,Those rugs aggravate every woman.,Those rugs aggravates every woman.,Those rugs,aggravate,aggravates,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,20,rugs,Those rugs
21,Most glasses scare Martin.,Most glasses scares Martin.,Most glasses,scare,scares,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,21,glasses,Most glasses
22,A lot of dancers research a hospital.,A lot of dancers researches a hospital.,A lot of dancers,research,researches,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,22,lot,A lot of dancers
23,Margaret returns to Margaret.,Margaret return to Margaret.,Margaret,returns,return,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,23,Margaret,Margaret
24,These casseroles disgust Kayla.,These casseroles disgusts Kayla.,These casseroles,disgust,disgusts,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,24,casseroles,These casseroles
25,Some legislature forgets Janice.,Some legislature forget Janice.,Some legislature,forgets,forget,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,25,legislature,Some legislature
26,A lot of computers impress Bradley.,A lot of computers impresses Bradley.,A lot of computers,impress,impresses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,26,lot,A lot of computers
27,Those dogs resemble some sketches.,Those dogs resembles some sketches.,Those dogs,resemble,resembles,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,27,dogs,Those dogs
28,Lissa has explored these closets.,Lissa have explored these closets.,Lissa,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,28,Lissa,Lissa
29,Erin hasn't taken some hill.,Erin haven't taken some hill.,Erin,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,29,Erin,Erin
30,Bethany has bored Kirsten.,Bethany have bored Kirsten.,Bethany,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,30,Bethany,Bethany
31,All pedestrians fix some chairs.,All pedestrians fixes some chairs.,All pedestrians,fix,fixes,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,31,pedestrians,All pedestrians
32,Most actresses observe Judy.,Most actresses observes Judy.,Most actresses,observe,observes,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,32,actresses,Most actresses
33,That teacher tours the hills.,That teacher tour the hills.,That teacher,tours,tour,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,33,teacher,That teacher
34,That library conceals Jeffrey.,That library conceal Jeffrey.,That library,conceals,conceal,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,34,library,That library
35,Schools criticize these glaciers.,Schools criticizes these glaciers.,Schools,criticize,criticizes,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,35,Schools,Schools
36,The guest has walked through most art galleries.,The guest have walked through most art galleries.,The guest,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,36,guest,The guest
37,A cake shocks Patrick.,A cake shock Patrick.,A cake,shocks,shock,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,37,cake,A cake
38,Randolf was criticizing Alan.,Randolf are criticizing Alan.,Randolf,was,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,38,Randolf,Randolf
39,All hospitals resemble a lot of drawings.,All hospitals resembles a lot of drawings.,All hospitals,resemble,resembles,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,39,hospitals,All hospitals
40,Galileo listens to Elizabeth.,Galileo listen to Elizabeth.,Galileo,listens,listen,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,40,Galileo,Galileo
41,Some movies sound like a student.,Some movies sounds like a student.,Some movies,sound,sounds,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,41,movies,Some movies
42,The pedestrian is driving to this lake.,The pedestrian are driving to this lake.,The pedestrian,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,42,pedestrian,The pedestrian
43,The pedestrians reference Charles.,The pedestrians references Charles.,The pedestrians,reference,references,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,43,pedestrians,The pedestrians
44,Most associations buy those libraries.,Most associations buys those libraries.,Most associations,buy,buys,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,44,associations,Most associations
45,Suzanne dislikes these dancers.,Suzanne dislike these dancers.,Suzanne,dislikes,dislike,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,45,Suzanne,Suzanne
46,That customer dislikes Heather.,That customer dislike Heather.,That customer,dislikes,dislike,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,46,customer,That customer
47,Most girls aren't concealing Kevin.,Most girls wasn't concealing Kevin.,Most girls,aren't,wasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,47,girls,Most girls
48,The ladies break this plate.,The ladies breaks this plate.,The ladies,break,breaks,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,48,ladies,The ladies
49,Gary leaves Stacy.,Gary leave Stacy.,Gary,leaves,leave,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,49,Gary,Gary
50,Heidi lifts many socks.,Heidi lift many socks.,Heidi,lifts,lift,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,50,Heidi,Heidi
51,A lot of doctors scan a lot of movies.,A lot of doctors scans a lot of movies.,A lot of doctors,scan,scans,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,51,lot,A lot of doctors
52,Linda has cared for Kenneth.,Linda have cared for Kenneth.,Linda,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,52,Linda,Linda
53,Carol boasts about Ella.,Carol boast about Ella.,Carol,boasts,boast,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,53,Carol,Carol
54,The Impressionists aren't passing the river.,The Impressionists isn't passing the river.,The Impressionists,aren't,isn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,54,Impressionists,The Impressionists
55,These cafes haven't upset Patricia.,These cafes hasn't upset Patricia.,These cafes,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,55,cafes,These cafes
56,Kimberley approaches Carl.,Kimberley approach Carl.,Kimberley,approaches,approach,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,56,Kimberley,Kimberley
57,Bradley isn't selling this mushroom.,Bradley weren't selling this mushroom.,Bradley,isn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,57,Bradley,Bradley
58,The committee hasn't bothered a lot of organizations.,The committee haven't bothered a lot of organizations.,The committee,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,58,committee,The committee
59,Liam notices some skirts.,Liam notice some skirts.,Liam,notices,notice,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,59,Liam,Liam
60,All museums weren't embarrassing Natalie.,All museums isn't embarrassing Natalie.,All museums,weren't,isn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,60,museums,All museums
61,Victoria breaks a bike.,Victoria break a bike.,Victoria,breaks,break,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,61,Victoria,Victoria
62,A lot of ladies watch Steve.,A lot of ladies watches Steve.,A lot of ladies,watch,watches,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,62,lot,A lot of ladies
63,Some guy was ascending some ladders.,Some guy were ascending some ladders.,Some guy,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,63,guy,Some guy
64,Guy has walked through a bank.,Guy have walked through a bank.,Guy,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,64,Guy,Guy
65,George hasn't appreciated that actor.,George haven't appreciated that actor.,George,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,65,George,George
66,Emily lifts the closet.,Emily lift the closet.,Emily,lifts,lift,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,66,Emily,Emily
67,Tracy fires Sonia.,Tracy fire Sonia.,Tracy,fires,fire,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,67,Tracy,Tracy
68,Diana researches those restaurants.,Diana research those restaurants.,Diana,researches,research,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,68,Diana,Diana
69,This pedestrian was observing the dancer.,This pedestrian were observing the dancer.,This pedestrian,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,69,pedestrian,This pedestrian
70,Some actors kiss some teacher.,Some actors kisses some teacher.,Some actors,kiss,kisses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,70,actors,Some actors
71,Many dogs confuse those patients.,Many dogs confuses those patients.,Many dogs,confuse,confuses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,71,dogs,Many dogs
72,Eric wasn't noticing Daniel.,Eric weren't noticing Daniel.,Eric,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,72,Eric,Eric
73,Tiffany passes all hospitals.,Tiffany pass all hospitals.,Tiffany,passes,pass,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,73,Tiffany,Tiffany
74,Clyde wasn't selling malls.,Clyde aren't selling malls.,Clyde,wasn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,74,Clyde,Clyde
75,Dana descends this ladder.,Dana descend this ladder.,Dana,descends,descend,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,75,Dana,Dana
76,Theodore explores most hills.,Theodore explore most hills.,Theodore,explores,explore,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,76,Theodore,Theodore
77,Suzanne leaves Carlos.,Suzanne leave Carlos.,Suzanne,leaves,leave,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,77,Suzanne,Suzanne
78,Some actresses haven't brought all forks.,Some actresses hasn't brought all forks.,Some actresses,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,78,actresses,Some actresses
79,These actors skate around Harvard University.,These actors skates around Harvard University.,These actors,skate,skates,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,79,actors,These actors
80,A lot of ladies examine a lot of documentaries.,A lot of ladies examines a lot of documentaries.,A lot of ladies,examine,examines,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,80,lot,A lot of ladies
81,The committee has disturbed Brett.,The committee have disturbed Brett.,The committee,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,81,committee,The committee
82,A lot of adults listen to Stacy.,A lot of adults listens to Stacy.,A lot of adults,listen,listens,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,82,lot,A lot of adults
83,Pamela has discussed all pedestrians.,Pamela have discussed all pedestrians.,Pamela,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,83,Pamela,Pamela
84,Dan conceals Tracy.,Dan conceal Tracy.,Dan,conceals,conceal,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,84,NA,NA
85,Anna scans these movies.,Anna scan these movies.,Anna,scans,scan,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,85,Anna,Anna
86,The government isn't arguing about Heidi.,The government aren't arguing about Heidi.,The government,isn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,86,government,The government
87,Donald wasn't curing Nancy.,Donald aren't curing Nancy.,Donald,wasn't,aren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,87,Donald,Donald
88,Carrie buys many unicycles.,Carrie buy many unicycles.,Carrie,buys,buy,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,88,Carrie,Carrie
89,Russell is investigating Debra.,Russell are investigating Debra.,Russell,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,89,Russell,Russell
90,Sheila exits some mall.,Sheila exit some mall.,Sheila,exits,exit,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,90,Sheila,Sheila
91,Some senators have dropped by the glaciers.,Some senators has dropped by the glaciers.,Some senators,have,has,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,91,senators,Some senators
92,These pedestrians conceal that actor.,These pedestrians conceals that actor.,These pedestrians,conceal,conceals,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,92,pedestrians,These pedestrians
93,Amy buys this grocery store.,Amy buy this grocery store.,Amy,buys,buy,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,93,Amy,Amy
94,The Clintons visit the teachers.,The Clintons visits the teachers.,The Clintons,visit,visits,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,94,Clintons,The Clintons
95,April was shocking Matt.,April were shocking Matt.,April,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,95,April,April
96,Some gates haven't alarmed Roger.,Some gates hasn't alarmed Roger.,Some gates,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,96,gates,Some gates
97,Edward wasn't thinking about some slopes.,Edward weren't thinking about some slopes.,Edward,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,97,Edward,Edward
98,Debra scares some associations.,Debra scare some associations.,Debra,scares,scare,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,98,Debra,Debra
99,That pepper distracts Lucille.,That pepper distract Lucille.,That pepper,distracts,distract,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,99,pepper,That pepper
100,The banks buy a lot of shawls.,The banks buys a lot of shawls.,The banks,buy,buys,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,100,banks,The banks
101,Many ladies see Homer.,Many ladies sees Homer.,Many ladies,see,sees,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,101,ladies,Many ladies
102,Many documentaries were stunning Maria.,Many documentaries was stunning Maria.,Many documentaries,were,was,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,102,documentaries,Many documentaries
103,Claire wasn't curing Mary.,Claire weren't curing Mary.,Claire,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,103,Claire,Claire
104,Most patients conceal Carla.,Most patients conceals Carla.,Most patients,conceal,conceals,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,104,patients,Most patients
105,Those drivers disgusts Dan.,Those drivers disgust Dan.,Those drivers,disgusts,disgust,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,105,drivers,Those drivers
106,Karla thinks about Ella.,Karla think about Ella.,Karla,thinks,think,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,106,Karla,Karla
107,Kimberley respects Rachel.,Kimberley respect Rachel.,Kimberley,respects,respect,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,107,Kimberley,Kimberley
108,Couches resemble some drawing.,Couches resembles some drawing.,Couches,resemble,resembles,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,108,Couches,Couches
109,Cynthia passes all mountains.,Cynthia pass all mountains.,Cynthia,passes,pass,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,109,Cynthia,Cynthia
110,A brochure was disgusting Kendra.,A brochure are disgusting Kendra.,A brochure,was,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,110,brochure,A brochure
111,That carriage aggravates Angela.,That carriage aggravate Angela.,That carriage,aggravates,aggravate,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,111,carriage,That carriage
112,Lori has insulted a driver.,Lori have insulted a driver.,Lori,has,have,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,112,Lori,Lori
113,Kathleen was worrying Curtis.,Kathleen were worrying Curtis.,Kathleen,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,113,Kathleen,Kathleen
114,Angela likes Connie.,Angela like Connie.,Angela,likes,like,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,114,Angela,Angela
115,The Lutherans clean a lot of glasses.,The Lutherans cleans a lot of glasses.,The Lutherans,clean,cleans,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,115,Lutherans,The Lutherans
116,Steven hires this child.,Steven hire this child.,Steven,hires,hire,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,116,Steven,Steven
117,Most eyes haven't hurt Connie.,Most eyes hasn't hurt Connie.,Most eyes,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,117,eyes,Most eyes
118,That drawing disgusts the banks.,That drawing disgust the banks.,That drawing,disgusts,disgust,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,118,drawing,That drawing
119,Customers are disagreeing with Randolf.,Customers is disagreeing with Randolf.,Customers,are,is,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,119,Customers,Customers
120,Elizabeth remembers Edward.,Elizabeth remember Edward.,Elizabeth,remembers,remember,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,120,Elizabeth,Elizabeth
121,All teenagers run around a lot of college campuses.,All teenagers runs around a lot of college campuses.,All teenagers,run,runs,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,121,teenagers,All teenagers
122,These newspaper articles aren't astounding Kristen.,These newspaper articles isn't astounding Kristen.,These newspaper articles,aren't,isn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,122,articles,These newspaper articles
123,Samuel hates Aaron.,Samuel hate Aaron.,Samuel,hates,hate,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,123,Samuel,Samuel
124,Alicia hasn't ascended many mountains.,Alicia haven't ascended many mountains.,Alicia,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,124,Alicia,Alicia
125,Tonya tours this grocery store.,Tonya tour this grocery store.,Tonya,tours,tour,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,125,Tonya,Tonya
126,Lori talks to most pedestrians.,Lori talk to most pedestrians.,Lori,talks,talk,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,126,Lori,Lori
127,Many patients sound like Eric.,Many patients sounds like Eric.,Many patients,sound,sounds,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,127,patients,Many patients
128,Some car alarms Mitchell.,Some car alarm Mitchell.,Some car,alarms,alarm,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,128,NA,NA
129,Jennifer breaks the unicycle.,Jennifer break the unicycle.,Jennifer,breaks,break,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,129,Jennifer,Jennifer
130,Those guests haven't broken those cups.,Those guests hasn't broken those cups.,Those guests,haven't,hasn't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,130,guests,Those guests
131,Bethany hasn't cleaned this hat.,Bethany haven't cleaned this hat.,Bethany,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,131,Bethany,Bethany
132,Judy hasn't escaped from Diane.,Judy haven't escaped from Diane.,Judy,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,132,Judy,Judy
133,Every teacher explores a lot of art galleries.,Every teacher explore a lot of art galleries.,Every teacher,explores,explore,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,133,teacher,Every teacher
134,Stacy hasn't fired April.,Stacy haven't fired April.,Stacy,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,134,Stacy,Stacy
135,Many teenagers forget that boy.,Many teenagers forgets that boy.,Many teenagers,forget,forgets,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,135,teenagers,Many teenagers
136,Sara hasn't impressed the Lutherans.,Sara haven't impressed the Lutherans.,Sara,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,136,Sara,Sara
137,The Clintons hate every person.,The Clintons hates every person.,The Clintons,hate,hates,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,137,Clintons,The Clintons
138,Homer isn't skated around every mountain.,Homer weren't skated around every mountain.,Homer,isn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,138,Homer,Homer
139,Lori conceals Adam.,Lori conceal Adam.,Lori,conceals,conceal,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,139,Lori,Lori
140,Rachelle wasn't revealing Karen.,Rachelle weren't revealing Karen.,Rachelle,wasn't,weren't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,140,Rachelle,Rachelle
141,Those actresses discuss Steve.,Those actresses discusses Steve.,Those actresses,discuss,discusses,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,141,actresses,Those actresses
142,Dancers heal Tonya.,Dancers heals Tonya.,Dancers,heal,heals,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,142,Dancers,Dancers
143,This cashier buys many hamsters.,This cashier buy many hamsters.,This cashier,buys,buy,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,143,cashier,This cashier
144,Gregory was breaking most couches.,Gregory are breaking most couches.,Gregory,was,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,144,Gregory,Gregory
145,Andrew is running around some river.,Andrew were running around some river.,Andrew,is,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,145,Andrew,Andrew
146,Adam hasn't brought a lot of plates.,Adam haven't brought a lot of plates.,Adam,hasn't,haven't,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,146,Adam,Adam
147,Martha was going to the Great Lakes.,Martha were going to the Great Lakes.,Martha,was,were,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,147,Martha,Martha
148,Jessica is shocking all banks.,Jessica are shocking all banks.,Jessica,is,are,morphology,subject_verb_agreement,regular_plural_subject_verb_agreement_1,True,True,False,False,148,Jessica,Jessica
