,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target
48,Randolf loved that synopsis.,Randolf loved that synopses.,Randolf loved that,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,48,that
49,Leslie was finding these stimuli.,Leslie was finding these stimulus.,Leslie was finding these,stimuli,stimulus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,49,these
50,The Borgias reveal those men.,The Borgias reveal those man.,The Borgias reveal those,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,50,those
51,All pedestrians criticize that thesis.,All pedestrians criticize that theses.,All pedestrians criticize that,thesis,theses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,51,that
52,Drivers haven't hidden this louse.,Drivers haven't hidden this lice.,Drivers haven't hidden this,louse,lice,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,52,this
53,Every adult notices these oxen.,Every adult notices these ox.,Every adult notices these,oxen,ox,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,53,these
54,Those teenagers astounded these men.,Those teenagers astounded these man.,Those teenagers astounded these,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,54,these
55,Every cashier complains about that child.,Every cashier complains about that children.,Every cashier complains about that,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,55,that
56,Every waiter thinks about those media.,Every waiter thinks about those medium.,Every waiter thinks about those,media,medium,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,56,those
57,Rebecca was concealing those analyses.,Rebecca was concealing those analysis.,Rebecca was concealing those,analyses,analysis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,57,those
58,Guys haven't discovered that woman.,Guys haven't discovered that women.,Guys haven't discovered that,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,58,that
59,A girl will argue about this child.,A girl will argue about this children.,A girl will argue about this,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,59,this
60,Alan has complained about those crises.,Alan has complained about those crisis.,Alan has complained about those,crises,crisis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,60,those
61,Rose isn't selling that axis.,Rose isn't selling that axes.,Rose isn't selling that,axis,axes,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,61,that
62,Dan discovers these hypotheses.,Dan discovers these hypothesis.,Dan discovers these,hypotheses,hypothesis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,62,these
63,Connie can't notice these theses.,Connie can't notice these thesis.,Connie can't notice these,theses,thesis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,63,these
64,These documentaries had disagreed with these analyses.,These documentaries had disagreed with these analysis.,These documentaries had disagreed with these,analyses,analysis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,64,these
65,Deanna breaks those feet.,Deanna breaks those foot.,Deanna breaks those,feet,foot,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,65,those
66,Linda hadn't admired those octopi.,Linda hadn't admired those octopus.,Linda hadn't admired those,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,66,those
67,Some universities listen to those alumni.,Some universities listen to those alumnus.,Some universities listen to those,alumni,alumnus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,67,those
68,Grace had bought those nuclei.,Grace had bought those nucleus.,Grace had bought those,nuclei,nucleus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,68,those
69,These ladies dislike this thesis.,These ladies dislike this theses.,These ladies dislike this,thesis,theses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,69,this
70,Julie noticed that goose.,Julie noticed that geese.,Julie noticed that,goose,geese,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,70,that
71,Bill couldn't flee from this alumnus.,Bill couldn't flee from this alumni.,Bill couldn't flee from this,alumnus,alumni,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,71,this
72,Meredith would clean those mice.,Meredith would clean those mouse.,Meredith would clean those,mice,mouse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,72,those
73,Dana wasn't thinking about those crises.,Dana wasn't thinking about those crisis.,Dana wasn't thinking about those,crises,crisis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,73,those
74,Guy wouldn't argue about that hypothesis.,Guy wouldn't argue about that hypotheses.,Guy wouldn't argue about that,hypothesis,hypotheses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,74,that
75,Grace won't insult that thesis.,Grace won't insult that theses.,Grace won't insult that,thesis,theses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,75,that
76,Sheila is buying those teeth.,Sheila is buying those tooth.,Sheila is buying those,teeth,tooth,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,76,those
77,Most pedestrians conceal this thesis.,Most pedestrians conceal this theses.,Most pedestrians conceal this,thesis,theses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,77,this
78,Many mouths distract these people.,Many mouths distract these person.,Many mouths distract these,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,78,these
79,Stacy disturbs this man.,Stacy disturbs this men.,Stacy disturbs this,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,79,this
80,Jessica likes that woman.,Jessica likes that women.,Jessica likes that,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,80,that
81,Emily concealed these octopi.,Emily concealed these octopus.,Emily concealed these,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,81,these
82,Brenda won't buy those lice.,Brenda won't buy those louse.,Brenda won't buy those,lice,louse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,82,those
83,Rose is describing those people.,Rose is describing those person.,Rose is describing those,people,person,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,83,those
84,Phillip hadn't concealed that woman.,Phillip hadn't concealed that women.,Phillip hadn't concealed that,woman,women,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,84,that
85,This lady referenced those synopses.,This lady referenced those synopsis.,This lady referenced those,synopses,synopsis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,85,those
86,The senators notice this octopus.,The senators notice this octopi.,The senators notice this,octopus,octopi,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,86,this
87,Pamela wasn't revealing those nuclei.,Pamela wasn't revealing those nucleus.,Pamela wasn't revealing those,nuclei,nucleus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,87,those
88,Kristin thought about that paralysis.,Kristin thought about that paralyses.,Kristin thought about that,paralysis,paralyses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,88,that
89,Danielle discovers that synopsis.,Danielle discovers that synopses.,Danielle discovers that,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,89,that
90,Noah wasn't annoying that child.,Noah wasn't annoying that children.,Noah wasn't annoying that,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,90,that
91,Andrea does notice those octopi.,Andrea does notice those octopus.,Andrea does notice those,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,91,those
92,Deborah will hate these men.,Deborah will hate these man.,Deborah will hate these,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,92,these
93,Erin visited these alumni.,Erin visited these alumnus.,Erin visited these,alumni,alumnus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,93,these
94,Some students hadn't taken those teeth.,Some students hadn't taken those tooth.,Some students hadn't taken those,teeth,tooth,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,94,those
95,Pamela discusses these women.,Pamela discusses these woman.,Pamela discusses these,women,woman,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,95,these
96,Melissa was researching those bases.,Melissa was researching those basis.,Melissa was researching those,bases,basis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,96,those
97,Michelle can't hate this synopsis.,Michelle can't hate this synopses.,Michelle can't hate this,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,97,this
98,Homer did bring those stimuli.,Homer did bring those stimulus.,Homer did bring those,stimuli,stimulus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,98,those
99,The doctors should clean those mice.,The doctors should clean those mouse.,The doctors should clean those,mice,mouse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,99,those
100,Valerie could take these octopi.,Valerie could take these octopus.,Valerie could take these,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,100,these
101,All ladies notice this mouse.,All ladies notice this mice.,All ladies notice this,mouse,mice,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,101,this
102,Many actresses hadn't run around these oases.,Many actresses hadn't run around these oasis.,Many actresses hadn't run around these,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,102,these
103,Tiffany lifted these stimuli.,Tiffany lifted these stimulus.,Tiffany lifted these,stimuli,stimulus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,103,these
104,Florence wasn't cleaning those oases.,Florence wasn't cleaning those oasis.,Florence wasn't cleaning those,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,104,those
105,Kathleen was referencing this man.,Kathleen was referencing this men.,Kathleen was referencing this,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,105,this
106,Stacy scares that child.,Stacy scares that children.,Stacy scares that,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,106,that
107,Some banks describe that man.,Some banks describe that men.,Some banks describe that,man,men,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,107,that
108,Kathleen couldn't find this tooth.,Kathleen couldn't find this teeth.,Kathleen couldn't find this,tooth,teeth,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,108,this
109,Monet doesn't conceal that child.,Monet doesn't conceal that children.,Monet doesn't conceal that,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,109,that
110,The Clintons boast about these hypotheses.,The Clintons boast about these hypothesis.,The Clintons boast about these,hypotheses,hypothesis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,110,these
111,Julie would appreciate that paralysis.,Julie would appreciate that paralyses.,Julie would appreciate that,paralysis,paralyses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,111,that
112,Every guy hasn't revealed that nucleus.,Every guy hasn't revealed that nuclei.,Every guy hasn't revealed that,nucleus,nuclei,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,112,that
113,Becca healed these lice.,Becca healed these louse.,Becca healed these,lice,louse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,113,these
114,Bruce had thought about these mice.,Bruce had thought about these mouse.,Bruce had thought about these,mice,mouse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,114,these
115,Suzanne isn't buying those lice.,Suzanne isn't buying those louse.,Suzanne isn't buying those,lice,louse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,115,those
116,Deanna wasn't thinking about these syntheses.,Deanna wasn't thinking about these synthesis.,Deanna wasn't thinking about these,syntheses,synthesis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,116,these
117,Carl notices that oasis.,Carl notices that oases.,Carl notices that,oasis,oases,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,117,that
118,Many customers think about this nucleus.,Many customers think about this nuclei.,Many customers think about this,nucleus,nuclei,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,118,this
119,Clyde hasn't discovered that alumnus.,Clyde hasn't discovered that alumni.,Clyde hasn't discovered that,alumnus,alumni,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,119,that
120,Claire finds these geese.,Claire finds these goose.,Claire finds these,geese,goose,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,120,these
121,Some patients find those fungi.,Some patients find those fungus.,Some patients find those,fungi,fungus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,121,those
122,Leslie appreciates these synopses.,Leslie appreciates these synopsis.,Leslie appreciates these,synopses,synopsis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,122,these
123,Every photograph isn't looking like this child.,Every photograph isn't looking like this children.,Every photograph isn't looking like this,child,children,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,123,this
124,Curtis bored these men.,Curtis bored these man.,Curtis bored these,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,124,these
125,Rodney was complaining about that synopsis.,Rodney was complaining about that synopses.,Rodney was complaining about that,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,125,that
126,Marla appreciates those hypotheses.,Marla appreciates those hypothesis.,Marla appreciates those,hypotheses,hypothesis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,126,those
127,Most actresses don't argue about that hypothesis.,Most actresses don't argue about that hypotheses.,Most actresses don't argue about that,hypothesis,hypotheses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,127,that
128,Nina was referencing these synopses.,Nina was referencing these synopsis.,Nina was referencing these,synopses,synopsis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,128,these
129,These teenagers haven't cleaned those lice.,These teenagers haven't cleaned those louse.,These teenagers haven't cleaned those,lice,louse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,129,those
130,Dan admired these oases.,Dan admired these oasis.,Dan admired these,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,130,these
131,The Lutherans are cleaning this fungus.,The Lutherans are cleaning this fungi.,The Lutherans are cleaning this,fungus,fungi,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,131,this
132,Craig thought about these diagnoses.,Craig thought about these diagnosis.,Craig thought about these,diagnoses,diagnosis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,132,these
133,Most drivers argue about this synopsis.,Most drivers argue about this synopses.,Most drivers argue about this,synopsis,synopses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,133,this
134,Sheila should have these axes.,Sheila should have these axis.,Sheila should have these,axes,axis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,134,these
135,This child wasn't complaining about this diagnosis.,This child wasn't complaining about this diagnoses.,This child wasn't complaining about this,diagnosis,diagnoses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,135,this
136,Marcus argued about these ellipses.,Marcus argued about these ellipsis.,Marcus argued about these,ellipses,ellipsis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,136,these
137,Dennis is thinking about those phenomena.,Dennis is thinking about those phenomenon.,Dennis is thinking about those,phenomena,phenomenon,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,137,those
138,The car embarrasses those men.,The car embarrasses those man.,The car embarrasses those,men,man,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,138,those
139,That waiter had these mice.,That waiter had these mouse.,That waiter had these,mice,mouse,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,139,these
140,A girl hasn't discovered these teeth.,A girl hasn't discovered these tooth.,A girl hasn't discovered these,teeth,tooth,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,140,these
141,Elaine has boasted about these paralyses.,Elaine has boasted about these paralysis.,Elaine has boasted about these,paralyses,paralysis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,141,these
142,A lot of waiters complain about this ellipsis.,A lot of waiters complain about this ellipses.,A lot of waiters complain about this,ellipsis,ellipses,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,142,this
143,All pictures looked like those oxen.,All pictures looked like those ox.,All pictures looked like those,oxen,ox,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,143,those
144,Jason wasn't admiring this louse.,Jason wasn't admiring this lice.,Jason wasn't admiring this,louse,lice,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,144,this
145,Margaret wasn't researching those hypotheses.,Margaret wasn't researching those hypothesis.,Margaret wasn't researching those,hypotheses,hypothesis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,145,those
146,Many adults appreciate those phenomena.,Many adults appreciate those phenomenon.,Many adults appreciate those,phenomena,phenomenon,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,146,those
147,Diane thinks about those octopi.,Diane thinks about those octopus.,Diane thinks about those,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,147,those
148,Patricia should lift these stimuli.,Patricia should lift these stimulus.,Patricia should lift these,stimuli,stimulus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,148,these
149,Some girls have brought those oases.,Some girls have brought those oasis.,Some girls have brought those,oases,oasis,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,149,those
150,Bethany could have these octopi.,Bethany could have these octopus.,Bethany could have these,octopi,octopus,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,150,these
151,Nina had hidden that mouse.,Nina had hidden that mice.,Nina had hidden that,mouse,mice,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,True,True,False,True,151,that
