,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target,target_phrase
24,These media haven't embarrassed William.,These media hasn't embarrassed William.,These media,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,24,media,These media
25,Some crises aren't astounding Michelle.,Some crises isn't astounding Michelle.,Some crises,aren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,25,crises,Some crises
26,Those mice haven't vanished.,Those mice hasn't vanished.,Those mice,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,26,mice,Those mice
27,Those crises annoy Holly.,Those crises annoys Holly.,Those crises,annoy,annoys,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,27,crises,Those crises
28,The octopi have distracted Barbara.,The octopi has distracted Barbara.,The octopi,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,28,octopi,The octopi
29,All children haven't insulted Suzanne.,All children hasn't insulted Suzanne.,All children,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,29,children,All children
30,Some radii are aggravating waiters.,Some radii was aggravating waiters.,Some radii,are,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,30,radii,Some radii
31,A lot of children cough.,A lot of children coughs.,A lot of children,cough,coughs,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,31,lot,A lot of children
32,A lot of synopses haven't looked to tighten.,A lot of synopses hasn't looked to tighten.,A lot of synopses,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,32,lot,A lot of synopses
33,The ox hasn't distracted Dan.,The ox haven't distracted Dan.,The ox,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,33,ox,The ox
34,A parenthesis annoys Clyde.,A parenthesis annoy Clyde.,A parenthesis,annoys,annoy,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,34,parenthesis,A parenthesis
35,Some analysis is failing to hide some pants.,Some analysis were failing to hide some pants.,Some analysis,is,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,35,analysis,Some analysis
36,This hypothesis confuses Florence.,This hypothesis confuse Florence.,This hypothesis,confuses,confuse,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,36,hypothesis,This hypothesis
37,Every ox aggravates Carlos.,Every ox aggravate Carlos.,Every ox,aggravates,aggravate,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,37,ox,Every ox
38,This goose disappears.,This goose disappear.,This goose,disappears,disappear,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,38,goose,This goose
39,A lot of bases haven't upset Anne.,A lot of bases hasn't upset Anne.,A lot of bases,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,39,lot,A lot of bases
40,The hypothesis has shocked Margaret.,The hypothesis have shocked Margaret.,The hypothesis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,40,hypothesis,The hypothesis
41,A lot of lice haven't found restaurants.,A lot of lice hasn't found restaurants.,A lot of lice,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,41,lot,A lot of lice
42,Feet haven't worried Angela.,Feet hasn't worried Angela.,Feet,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,42,Feet,Feet
43,Every cactus has fallen.,Every cactus have fallen.,Every cactus,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,43,cactus,Every cactus
44,A paralysis has annoyed Raymond.,A paralysis have annoyed Raymond.,A paralysis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,44,paralysis,A paralysis
45,Many teeth were confusing Sabrina.,Many teeth was confusing Sabrina.,Many teeth,were,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,45,teeth,Many teeth
46,Every crisis wasn't distracting Omar.,Every crisis aren't distracting Omar.,Every crisis,wasn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,46,crisis,Every crisis
47,Many phenomena weren't scaring Ann.,Many phenomena wasn't scaring Ann.,Many phenomena,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,47,phenomena,Many phenomena
48,This person prevents Kimberley from stunning Emily.,This person prevent Kimberley from stunning Emily.,This person,prevents,prevent,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,48,person,This person
49,Some geese aren't disappearing.,Some geese wasn't disappearing.,Some geese,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,49,geese,Some geese
50,All oases have distracted a lot of cashiers.,All oases has distracted a lot of cashiers.,All oases,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,50,oases,All oases
51,These oxen descend this hill.,These oxen descends this hill.,These oxen,descend,descends,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,51,oxen,These oxen
52,Every tooth shatters.,Every tooth shatter.,Every tooth,shatters,shatter,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,52,tooth,Every tooth
53,The fungi exist.,The fungi exists.,The fungi,exist,exists,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,53,fungi,The fungi
54,The stimuli distract Jill.,The stimuli distracts Jill.,The stimuli,distract,distracts,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,54,stimuli,The stimuli
55,This man disappears.,This man disappear.,This man,disappears,disappear,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,55,man,This man
56,All oxen aren't falling asleep.,All oxen wasn't falling asleep.,All oxen,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,56,oxen,All oxen
57,Most stimuli are appearing.,Most stimuli was appearing.,Most stimuli,are,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,57,stimuli,Most stimuli
58,This louse hasn't shocked Catherine.,This louse haven't shocked Catherine.,This louse,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,58,louse,This louse
59,Syntheses have alarmed Kimberley.,Syntheses has alarmed Kimberley.,Syntheses,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,59,Syntheses,Syntheses
60,Those oxen aren't boring Cheryl.,Those oxen wasn't boring Cheryl.,Those oxen,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,60,oxen,Those oxen
61,These crises haven't alarmed Sandra.,These crises hasn't alarmed Sandra.,These crises,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,61,crises,These crises
62,The cacti aggravate Stephanie.,The cacti aggravates Stephanie.,The cacti,aggravate,aggravates,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,62,cacti,The cacti
63,Some octopus hasn't climbed up most stairs.,Some octopus haven't climbed up most stairs.,Some octopus,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,63,octopus,Some octopus
64,Those fungi are scaring Naomi.,Those fungi is scaring Naomi.,Those fungi,are,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,64,fungi,Those fungi
65,Many phenomena are boring those students.,Many phenomena is boring those students.,Many phenomena,are,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,65,phenomena,Many phenomena
66,Those cacti were aggravating the library.,Those cacti is aggravating the library.,Those cacti,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,66,cacti,Those cacti
67,An alumnus isn't swallowing.,An alumnus aren't swallowing.,An alumnus,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,67,alumnus,An alumnus
68,The paralysis shocks Rachel.,The paralysis shock Rachel.,The paralysis,shocks,shock,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,68,paralysis,The paralysis
69,The synthesis astounds Tiffany.,The synthesis astound Tiffany.,The synthesis,astounds,astound,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,69,synthesis,The synthesis
70,The nuclei haven't stunned Samantha.,The nuclei hasn't stunned Samantha.,The nuclei,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,70,nuclei,The nuclei
71,A lot of teeth fall.,A lot of teeth falls.,A lot of teeth,fall,falls,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,71,lot,A lot of teeth
72,Most crises distract Cheryl.,Most crises distracts Cheryl.,Most crises,distract,distracts,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,72,crises,Most crises
73,Most fungi have distracted Matt.,Most fungi has distracted Matt.,Most fungi,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,73,fungi,Most fungi
74,Some synthesis isn't aggravating Robert.,Some synthesis weren't aggravating Robert.,Some synthesis,isn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,74,synthesis,Some synthesis
75,That oasis bothers some association.,That oasis bother some association.,That oasis,bothers,bother,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,75,oasis,That oasis
76,This woman is embarrassing Benjamin.,This woman were embarrassing Benjamin.,This woman,is,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,76,woman,This woman
77,Many people hug Nina.,Many people hugs Nina.,Many people,hug,hugs,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,77,people,Many people
78,All synopses are preferring some blouses to unfold.,All synopses was preferring some blouses to unfold.,All synopses,are,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,78,synopses,All synopses
79,The ellipsis was astounding Diane.,The ellipsis are astounding Diane.,The ellipsis,was,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,79,ellipsis,The ellipsis
80,All diagnoses have bored Charles.,All diagnoses has bored Charles.,All diagnoses,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,80,diagnoses,All diagnoses
81,A foot has worried Brett.,A foot have worried Brett.,A foot,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,81,foot,A foot
82,Some phenomena are aggravating Derek.,Some phenomena is aggravating Derek.,Some phenomena,are,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,82,phenomena,Some phenomena
83,This stimulus appears.,This stimulus appear.,This stimulus,appears,appear,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,83,stimulus,This stimulus
84,These men have stretched.,These men has stretched.,These men,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,84,men,These men
85,A lot of fungi were impressing Eva.,A lot of fungi is impressing Eva.,A lot of fungi,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,85,lot,A lot of fungi
86,Some oxen have alarmed these boys.,Some oxen has alarmed these boys.,Some oxen,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,86,oxen,Some oxen
87,These lice weren't falling asleep.,These lice wasn't falling asleep.,These lice,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,87,lice,These lice
88,The ellipses aren't upsetting an association.,The ellipses isn't upsetting an association.,The ellipses,aren't,isn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,88,ellipses,The ellipses
89,Every paralysis wasn't confusing Stacey.,Every paralysis weren't confusing Stacey.,Every paralysis,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,89,paralysis,Every paralysis
90,Many oases haven't vanished.,Many oases hasn't vanished.,Many oases,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,90,oases,Many oases
91,Every phenomenon confuses Grace.,Every phenomenon confuse Grace.,Every phenomenon,confuses,confuse,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,91,phenomenon,Every phenomenon
92,Most women weren't arriving at a lot of schools.,Most women wasn't arriving at a lot of schools.,Most women,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,92,women,Most women
93,Every crisis hasn't irritated Alan.,Every crisis haven't irritated Alan.,Every crisis,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,93,crisis,Every crisis
94,Ellipses were impressing Tiffany.,Ellipses was impressing Tiffany.,Ellipses,were,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,94,Ellipses,Ellipses
95,Some child writes.,Some child write.,Some child,writes,write,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,95,child,Some child
96,Every fungus wasn't confusing Harvard University.,Every fungus aren't confusing Harvard University.,Every fungus,wasn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,96,fungus,Every fungus
97,Some theses haven't failed to scorch.,Some theses hasn't failed to scorch.,Some theses,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,97,theses,Some theses
98,An ox has distracted some company.,An ox have distracted some company.,An ox,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,98,ox,An ox
99,This axis isn't astounding Walter.,This axis weren't astounding Walter.,This axis,isn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,99,axis,This axis
100,Teeth are bothering that museum.,Teeth is bothering that museum.,Teeth,are,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,100,Teeth,Teeth
101,These lice aren't disappearing.,These lice wasn't disappearing.,These lice,aren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,101,lice,These lice
102,This ellipsis embarrasses Alexander.,This ellipsis embarrass Alexander.,This ellipsis,embarrasses,embarrass,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,102,ellipsis,This ellipsis
103,Every child hasn't biked to this hill.,Every child haven't biked to this hill.,Every child,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,103,child,Every child
104,Many stimuli stun Frank.,Many stimuli stuns Frank.,Many stimuli,stun,stuns,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,104,stimuli,Many stimuli
105,The ellipsis has embarrassed many women.,The ellipsis have embarrassed many women.,The ellipsis,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,105,ellipsis,The ellipsis
106,An analysis insults Guy.,An analysis insult Guy.,An analysis,insults,insult,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,106,analysis,An analysis
107,Crises were hurting Brian.,Crises is hurting Brian.,Crises,were,is,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,107,Crises,Crises
108,The person hasn't compromised.,The person haven't compromised.,The person,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,108,person,The person
109,Most stimuli were confusing the teachers.,Most stimuli was confusing the teachers.,Most stimuli,were,was,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,109,stimuli,Most stimuli
110,Some phenomena weren't aggravating Diana.,Some phenomena wasn't aggravating Diana.,Some phenomena,weren't,wasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,110,phenomena,Some phenomena
111,That mouse hasn't distracted a patient.,That mouse haven't distracted a patient.,That mouse,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,111,mouse,That mouse
112,Most cacti embarrass that senator.,Most cacti embarrasses that senator.,Most cacti,embarrass,embarrasses,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,112,cacti,Most cacti
113,This synthesis wasn't embarrassing Theresa.,This synthesis weren't embarrassing Theresa.,This synthesis,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,113,synthesis,This synthesis
114,Some radius aggravates Brad.,Some radius aggravate Brad.,Some radius,aggravates,aggravate,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,114,radius,Some radius
115,Every synopsis wasn't shocking Laurie.,Every synopsis weren't shocking Laurie.,Every synopsis,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,115,synopsis,Every synopsis
116,This alumnus isn't refusing to question Clyde.,This alumnus aren't refusing to question Clyde.,This alumnus,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,116,alumnus,This alumnus
117,This fungus hurts Katherine.,This fungus hurt Katherine.,This fungus,hurts,hurt,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,117,fungus,This fungus
118,Every ox wasn't climbing down a lot of ladders.,Every ox weren't climbing down a lot of ladders.,Every ox,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,118,ox,Every ox
119,The people practice.,The people practices.,The people,practice,practices,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,119,people,The people
120,Every alumnus paints.,Every alumnus paint.,Every alumnus,paints,paint,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,120,alumnus,Every alumnus
121,Some women ascertain the boy to learn.,Some women ascertains the boy to learn.,Some women,ascertain,ascertains,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,121,women,Some women
122,That man was exiting a hill.,That man are exiting a hill.,That man,was,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,122,man,That man
123,Some phenomenon disturbs Nina.,Some phenomenon disturb Nina.,Some phenomenon,disturbs,disturb,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,123,phenomenon,Some phenomenon
124,This louse was confusing the universities.,This louse were confusing the universities.,This louse,was,were,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,124,louse,This louse
125,Many nuclei have irritated Kimberley.,Many nuclei has irritated Kimberley.,Many nuclei,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,125,nuclei,Many nuclei
126,Every radius disturbs Jeffrey.,Every radius disturb Jeffrey.,Every radius,disturbs,disturb,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,126,radius,Every radius
127,The phenomenon has impressed Kayla.,The phenomenon have impressed Kayla.,The phenomenon,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,127,phenomenon,The phenomenon
128,Many hypotheses embarrass that guy.,Many hypotheses embarrasses that guy.,Many hypotheses,embarrass,embarrasses,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,128,hypotheses,Many hypotheses
129,Every stimulus wasn't looking like photographs.,Every stimulus weren't looking like photographs.,Every stimulus,wasn't,weren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,129,stimulus,Every stimulus
130,Every alumnus hasn't sneezed.,Every alumnus haven't sneezed.,Every alumnus,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,130,alumnus,Every alumnus
131,A lot of axes have disturbed Debra.,A lot of axes has disturbed Debra.,A lot of axes,have,has,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,131,lot,A lot of axes
132,That diagnosis hasn't bored Colleen.,That diagnosis haven't bored Colleen.,That diagnosis,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,132,diagnosis,That diagnosis
133,That nucleus isn't disappearing.,That nucleus aren't disappearing.,That nucleus,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,133,nucleus,That nucleus
134,A hypothesis hasn't shocked Beth.,A hypothesis haven't shocked Beth.,A hypothesis,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,134,hypothesis,A hypothesis
135,The crisis was shocking Katherine.,The crisis are shocking Katherine.,The crisis,was,are,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,135,crisis,The crisis
136,Some radius embarrasses Angela.,Some radius embarrass Angela.,Some radius,embarrasses,embarrass,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,136,NA,NA
137,Some louse has aggravated these teenagers.,Some louse have aggravated these teenagers.,Some louse,has,have,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,137,louse,Some louse
138,These syntheses haven't disgusted Theodore.,These syntheses hasn't disgusted Theodore.,These syntheses,haven't,hasn't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,138,syntheses,These syntheses
139,This diagnosis isn't irritating Caroline.,This diagnosis aren't irritating Caroline.,This diagnosis,isn't,aren't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,139,diagnosis,This diagnosis
140,Every axis hasn't looked like most prints.,Every axis haven't looked like most prints.,Every axis,hasn't,haven't,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,140,axis,Every axis
141,Most lice irritate Marla.,Most lice irritates Marla.,Most lice,irritate,irritates,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,141,lice,Most lice
142,That basis confuses Renee.,That basis confuse Renee.,That basis,confuses,confuse,morphology,subject_verb_agreement,irregular_plural_subject_verb_agreement_1,True,True,False,False,142,basis,That basis
