,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,target
31,Eva toured this school.,Eva toured this schools.,Eva toured this,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,31,this
32,Travis would tour that hospital.,Travis would tour that hospitals.,Travis would tour that,hospital,hospitals,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,32,that
33,Some stories aggravated those libraries.,Some stories aggravated those library.,Some stories aggravated those,libraries,library,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,33,those
34,These cashiers hate that guest.,These cashiers hate that guests.,These cashiers hate that,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,34,that
35,Heather messed up this dish.,Heather messed up this dishs.,Heather messed up this,dish,dishs,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,35,this
36,Alan listened to these guests.,Alan listened to these guest.,Alan listened to these,guests,guest,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,36,these
37,Most children examine this pamphlet.,Most children examine this pamphlets.,Most children examine this,pamphlet,pamphlets,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,37,this
38,Stacey will know these patients.,Stacey will know these patient.,Stacey will know these,patients,patient,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,38,these
39,Jessica sold this rabbit.,Jessica sold this rabbits.,Jessica sold this,rabbit,rabbits,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,39,this
40,Daniel couldn't hate those cashiers.,Daniel couldn't hate those cashier.,Daniel couldn't hate those,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,40,those
41,Those ladies kiss those adults.,Those ladies kiss those adult.,Those ladies kiss those,adults,adult,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,41,those
42,Diane works with these waiters.,Diane works with these waiter.,Diane works with these,waiters,waiter,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,42,these
43,Most women conceal that blouse.,Most women conceal that blouses.,Most women conceal that,blouse,blouses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,43,that
44,Senators can't disagree with that newspaper article.,Senators can't disagree with that newspaper articles.,Senators can't disagree with that,newspaper article,newspaper articles,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,44,that
45,Jane has concealed this book.,Jane has concealed this books.,Jane has concealed this,book,books,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,45,this
46,Marla took this pamphlet.,Marla took this pamphlets.,Marla took this,pamphlet,pamphlets,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,46,this
47,The skirt wasn't annoying those dancers.,The skirt wasn't annoying those dancer.,The skirt wasn't annoying those,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,47,those
48,Most guys conceal this driver.,Most guys conceal this drivers.,Most guys conceal this,driver,drivers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,48,this
49,David wasn't lifting those hats.,David wasn't lifting those hat.,David wasn't lifting those,hats,hat,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,49,those
50,The dancers are driving to those art galleries.,The dancers are driving to those art gallery.,The dancers are driving to those,art galleries,art gallery,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,50,those
51,Tracy might cure those patients.,Tracy might cure those patient.,Tracy might cure those,patients,patient,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,51,those
52,Heather cleans that print.,Heather cleans that prints.,Heather cleans that,print,prints,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,52,that
53,Rose won't reference these movies.,Rose won't reference these movie.,Rose won't reference these,movies,movie,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,53,these
54,Many reports irritate these senators.,Many reports irritate these senator.,Many reports irritate these,senators,senator,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,54,these
55,Dan couldn't walk through this public park.,Dan couldn't walk through this public parks.,Dan couldn't walk through this,public park,public parks,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,55,this
56,Rose hated this girl.,Rose hated this girls.,Rose hated this,girl,girls,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,56,this
57,Melinda hires that teacher.,Melinda hires that teachers.,Melinda hires that,teacher,teachers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,57,that
58,Joseph healed these customers.,Joseph healed these customer.,Joseph healed these,customers,customer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,58,these
59,A door doesn't distract those students.,A door doesn't distract those student.,A door doesn't distract those,students,student,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,59,those
60,Theodore skated around that art gallery.,Theodore skated around that art galleries.,Theodore skated around that,art gallery,art galleries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,60,that
61,These tomatoes shock these dancers.,These tomatoes shock these dancer.,These tomatoes shock these,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,61,these
62,Guys observe these children.,Guys observe these child.,Guys observe these,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,62,these
63,Some guests flee from those dancers.,Some guests flee from those dancer.,Some guests flee from those,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,63,those
64,Linda isn't embarrassing these waitresses.,Linda isn't embarrassing these waitress.,Linda isn't embarrassing these,waitresses,waitress,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,64,these
65,Walter hides these dancers.,Walter hides these dancer.,Walter hides these,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,65,these
66,Sharon investigated those waiters.,Sharon investigated those waiter.,Sharon investigated those,waiters,waiter,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,66,those
67,Bradley should explore this high school.,Bradley should explore this high schools.,Bradley should explore this,high school,high schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,67,this
68,Tanya wears these socks.,Tanya wears these sock.,Tanya wears these,socks,sock,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,68,these
69,That cat had bored those ladies.,That cat had bored those lady.,That cat had bored those,ladies,lady,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,69,those
70,Stephen had cleaned this bank.,Stephen had cleaned this banks.,Stephen had cleaned this,bank,banks,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,70,this
71,Waiters have left that driver.,Waiters have left that drivers.,Waiters have left that,driver,drivers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,71,that
72,Heather wasn't criticizing these teachers.,Heather wasn't criticizing these teacher.,Heather wasn't criticizing these,teachers,teacher,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,72,these
73,Brian wasn't concealing those cafes.,Brian wasn't concealing those cafe.,Brian wasn't concealing those,cafes,cafe,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,73,those
74,Some trucks weren't boring that cashier.,Some trucks weren't boring that cashiers.,Some trucks weren't boring that,cashier,cashiers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,74,that
75,Many eggplants aren't scaring this teacher.,Many eggplants aren't scaring this teachers.,Many eggplants aren't scaring this,teacher,teachers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,75,this
76,Children aren't boring this lady.,Children aren't boring this ladies.,Children aren't boring this,lady,ladies,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,76,this
77,Karla hadn't brought these pictures.,Karla hadn't brought these picture.,Karla hadn't brought these,pictures,picture,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,77,these
78,Janice hasn't cared for that waitress.,Janice hasn't cared for that waitresses.,Janice hasn't cared for that,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,78,that
79,A lot of doctors exit those art galleries.,A lot of doctors exit those art gallery.,A lot of doctors exit those,art galleries,art gallery,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,79,those
80,Thomas should hug this waiter.,Thomas should hug this waiters.,Thomas should hug this,waiter,waiters,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,80,this
81,Candice hasn't attacked that boy.,Candice hasn't attacked that boys.,Candice hasn't attacked that,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,81,that
82,Katherine wasn't taking that public park.,Katherine wasn't taking that public parks.,Katherine wasn't taking that,public park,public parks,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,82,that
83,The Clintons watch those drivers.,The Clintons watch those driver.,The Clintons watch those,drivers,driver,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,83,those
84,Amelia loves this waiter.,Amelia loves this waiters.,Amelia loves this,waiter,waiters,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,84,this
85,Caroline hasn't known this boy.,Caroline hasn't known this boys.,Caroline hasn't known this,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,85,this
86,Sheila isn't passing that cafe.,Sheila isn't passing that cafes.,Sheila isn't passing that,cafe,cafes,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,86,that
87,Claire had cleaned that picture.,Claire had cleaned that pictures.,Claire had cleaned that,picture,pictures,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,87,that
88,The people exit these movie theaters.,The people exit these movie theater.,The people exit these,movie theaters,movie theater,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,88,these
89,Bruce won't mess up that restaurant.,Bruce won't mess up that restaurants.,Bruce won't mess up that,restaurant,restaurants,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,89,that
90,Margaret hasn't bought that blouse.,Margaret hasn't bought that blouses.,Margaret hasn't bought that,blouse,blouses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,90,that
91,Some waitresses remember that driver.,Some waitresses remember that drivers.,Some waitresses remember that,driver,drivers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,91,that
92,Timothy loved this boy.,Timothy loved this boys.,Timothy loved this,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,92,this
93,A lot of adults help that guy.,A lot of adults help that guys.,A lot of adults help that,guy,guys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,93,that
94,Steven has broken that cup.,Steven has broken that cups.,Steven has broken that,cup,cups,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,94,that
95,Patricia loved those cashiers.,Patricia loved those cashier.,Patricia loved those,cashiers,cashier,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,95,those
96,Many drivers fix that glass.,Many drivers fix that glasses.,Many drivers fix that,glass,glasses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,96,that
97,A lot of cashiers mess up that library.,A lot of cashiers mess up that libraries.,A lot of cashiers mess up that,library,libraries,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,97,that
98,Waitresses drive to that school.,Waitresses drive to that schools.,Waitresses drive to that,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,98,that
99,Roger should sound like that waitress.,Roger should sound like that waitresses.,Roger should sound like that,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,99,that
100,The Impressionists do listen to this waitress.,The Impressionists do listen to this waitresses.,The Impressionists do listen to this,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,100,this
101,Theresa bought this drawing.,Theresa bought this drawings.,Theresa bought this,drawing,drawings,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,101,this
102,The Impressionists walk through this cafe.,The Impressionists walk through this cafes.,The Impressionists walk through this,cafe,cafes,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,102,this
103,Thomas can boycott these committees.,Thomas can boycott these committee.,Thomas can boycott these,committees,committee,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,103,these
104,Alan had boasted about those girls.,Alan had boasted about those girl.,Alan had boasted about those,girls,girl,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,104,those
105,Sally isn't escaping from these boys.,Sally isn't escaping from these boy.,Sally isn't escaping from these,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,105,these
106,Jesus can run around this high school.,Jesus can run around this high schools.,Jesus can run around this,high school,high schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,106,this
107,Amy wasn't confusing those companies.,Amy wasn't confusing those company.,Amy wasn't confusing those,companies,company,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,107,those
108,Tanya boycotts that university.,Tanya boycotts that universities.,Tanya boycotts that,university,universities,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,108,that
109,Roger ran around this school.,Roger ran around this schools.,Roger ran around this,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,109,this
110,These teachers escape from those restaurants.,These teachers escape from those restaurant.,These teachers escape from those,restaurants,restaurant,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,110,those
111,Maria was talking to this guest.,Maria was talking to this guests.,Maria was talking to this,guest,guests,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,111,this
112,Rachel has hugged those boys.,Rachel has hugged those boy.,Rachel has hugged those,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,112,those
113,The students fire this patient.,The students fire this patients.,The students fire this,patient,patients,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,113,this
114,Jennifer helped those guests.,Jennifer helped those guest.,Jennifer helped those,guests,guest,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,114,those
115,Some plays disgust this legislature.,Some plays disgust this legislatures.,Some plays disgust this,legislature,legislatures,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,115,this
116,Jerry had hidden these cups.,Jerry had hidden these cup.,Jerry had hidden these,cups,cup,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,116,these
117,Martin has concealed this boy.,Martin has concealed this boys.,Martin has concealed this,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,117,this
118,That person hadn't bothered those girls.,That person hadn't bothered those girl.,That person hadn't bothered those,girls,girl,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,118,those
119,Carla has hired those patients.,Carla has hired those patient.,Carla has hired those,patients,patient,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,119,those
120,Noah talks about this doctor.,Noah talks about this doctors.,Noah talks about this,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,120,this
121,Rachel ran around those high schools.,Rachel ran around those high school.,Rachel ran around those,high schools,high school,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,121,those
122,All waiters run around these malls.,All waiters run around these mall.,All waiters run around these,malls,mall,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,122,these
123,All students didn't buy these schools.,All students didn't buy these school.,All students didn't buy these,schools,school,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,123,these
124,Patricia bikes to those malls.,Patricia bikes to those mall.,Patricia bikes to those,malls,mall,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,124,those
125,Vanessa hadn't taken those grocery stores.,Vanessa hadn't taken those grocery store.,Vanessa hadn't taken those,grocery stores,grocery store,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,125,those
126,Bethany walked through this school.,Bethany walked through this schools.,Bethany walked through this,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,126,this
127,Patricia had argued about those children.,Patricia had argued about those child.,Patricia had argued about those,children,child,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,127,those
128,Julie did flee from this waitress.,Julie did flee from this waitresses.,Julie did flee from this,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,128,this
129,Melinda fired this customer.,Melinda fired this customers.,Melinda fired this,customer,customers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,129,this
130,The Borgias are biking to these college campuses.,The Borgias are biking to these college campus.,The Borgias are biking to these,college campuses,college campus,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,130,these
131,Marcus will watch that dancer.,Marcus will watch that dancers.,Marcus will watch that,dancer,dancers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,131,that
132,These waitresses aggravate those guests.,These waitresses aggravate those guest.,These waitresses aggravate those,guests,guest,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,132,those
133,Those teachers sell this shoe.,Those teachers sell this shoes.,Those teachers sell this,shoe,shoes,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,133,this
134,Mark isn't worrying those libraries.,Mark isn't worrying those library.,Mark isn't worrying those,libraries,library,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,134,those
135,Elaine didn't visit that restaurant.,Elaine didn't visit that restaurants.,Elaine didn't visit that,restaurant,restaurants,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,135,that
136,Veronica is hugging those boys.,Veronica is hugging those boy.,Veronica is hugging those,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,136,those
137,Kayla has passed these art galleries.,Kayla has passed these art gallery.,Kayla has passed these,art galleries,art gallery,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,137,these
138,Janet hasn't attacked these customers.,Janet hasn't attacked these customer.,Janet hasn't attacked these,customers,customer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,138,these
139,The children investigate that waiter.,The children investigate that waiters.,The children investigate that,waiter,waiters,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,139,that
140,Margaret has discussed those boys.,Margaret has discussed those boy.,Margaret has discussed those,boys,boy,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,140,those
141,These hamsters irritated this doctor.,These hamsters irritated this doctors.,These hamsters irritated this,doctor,doctors,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,141,this
142,Some banks annoy these doctors.,Some banks annoy these doctor.,Some banks annoy these,doctors,doctor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,142,these
143,Leslie was firing these adults.,Leslie was firing these adult.,Leslie was firing these,adults,adult,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,143,these
144,Teenagers disagreed with that student.,Teenagers disagreed with that students.,Teenagers disagreed with that,student,students,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,144,that
145,Rachelle had bought that chair.,Rachelle had bought that chairs.,Rachelle had bought that,chair,chairs,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,145,that
146,Some doctor is breaking those couches.,Some doctor is breaking those couch.,Some doctor is breaking those,couches,couch,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,146,those
147,Larry disturbed this waitress.,Larry disturbed this waitresses.,Larry disturbed this,waitress,waitresses,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,147,this
148,Julie leaves that cafe.,Julie leaves that cafes.,Julie leaves that,cafe,cafes,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,148,that
149,Carolyn conceals this boy.,Carolyn conceals this boys.,Carolyn conceals this,boy,boys,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,149,this
150,Every waiter hasn't driven to that high school.,Every waiter hasn't driven to that high schools.,Every waiter hasn't driven to that,high school,high schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,150,that
151,Those ladies exit these schools.,Those ladies exit these school.,Those ladies exit these,schools,school,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,151,these
152,Valerie hadn't annoyed this customer.,Valerie hadn't annoyed this customers.,Valerie hadn't annoyed this,customer,customers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,152,this
153,Marla hadn't forgotten this cashier.,Marla hadn't forgotten this cashiers.,Marla hadn't forgotten this,cashier,cashiers,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,153,this
154,Amanda explored those high schools.,Amanda explored those high school.,Amanda explored those,high schools,high school,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,154,those
155,Mitchell has investigated this school.,Mitchell has investigated this schools.,Mitchell has investigated this,school,schools,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,155,this
156,A commentary has stunned these libraries.,A commentary has stunned these library.,A commentary has stunned these,libraries,library,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,156,these
157,Catherine scanned those books.,Catherine scanned those book.,Catherine scanned those,books,book,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,157,those
158,Many planes look like that photograph.,Many planes look like that photographs.,Many planes look like that,photograph,photographs,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,158,that
159,The women break that plate.,The women break that plates.,The women break that,plate,plates,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,159,that
160,Jesus does worry those dancers.,Jesus does worry those dancer.,Jesus does worry those,dancers,dancer,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,160,those
161,Most companies forget these actors.,Most companies forget these actor.,Most companies forget these,actors,actor,morphology,determiner_noun_agreement,determiner_noun_agreement_1,True,True,False,True,161,these
